target_period,agriculture_2013_4,fishing_2013_4,mining_2013_4,manufacturing_2013_4,electricity_2013_4,construction_2013_4,commerce_2013_4,services_2013_4,gdp_2013_4
2012m2,3.1,-11.1,3.7,1.7,7.4,10.1,8.9,8.6,6.9
2012m3,2.2,-4.7,7.3,-2.7,5.8,14.7,7.2,7.3,5.7
2012m4,1.3,-44.9,6.8,-4.1,5.1,14.6,6.1,6.8,4.6
2012m5,10.8,5.2,1.3,2.9,5.3,15.8,6.5,7.5,7.1
2012m6,11.3,20.4,4.9,1.5,4.7,19.7,6.7,7.6,7.4
2012m7,3.2,0.6,4.5,5.0,5.7,21.4,6.9,7.9,7.5
2012m8,4.4,-12.0,0.6,4.4,5.3,17.4,6.5,6.7,6.5
2012m9,4.8,18.9,5.1,1.6,4.1,19.2,5.3,6.5,6.3
2012m10,3.2,15.4,-3.2,4.5,3.7,16.1,5.9,8.0,6.8
2012m11,3.9,-15.8,-1.4,4.2,5.6,16.8,6.3,7.6,6.8
2012m12,7.4,-47.2,-1.6,-2.0,4.3,5.3,7.0,6.0,4.3
2013m1,5.9,6.4,-4.4,3.0,5.9,18.4,5.5,6.8,6.2
2013m2,5.8,1.2,-1.7,0.3,4.0,14.6,5.6,5.5,5.0
