target_period,agriculture_2013_12,fishing_2013_12,mining_2013_12,manufacturing_2013_12,electricity_2013_12,construction_2013_12,commerce_2013_12,services_2013_12,gdp_2013_12
2012m10,4.6,15.4,-3.2,4.7,3.7,16.1,5.9,7.8,6.8
2012m11,2.7,-15.8,-1.3,4.1,5.6,16.8,6.3,7.8,6.8
2012m12,10.3,-47.2,-1.6,-1.9,4.5,5.2,7.0,5.6,4.3
2013m1,7.0,16.4,-4.9,4.0,6.3,18.4,5.5,6.9,6.4
2013m2,5.6,17.3,-1.8,0.1,3.9,14.3,5.6,5.5,5.0
2013m3,5.2,-15.8,-2.3,-4.2,4.1,3.7,4.0,4.0,2.5
2013m4,2.4,-0.2,4.8,5.9,6.4,26.4,7.5,7.3,7.7
2013m5,-2.0,-10.1,3.7,1.0,5.6,10.7,6.6,6.0,4.7
2013m6,0.0,2.6,6.0,3.0,6.0,7.0,5.0,4.9,4.4
2013m7,-1.7,11.9,3.5,1.3,7.1,11.5,4.3,5.6,4.6
2013m8,0.6,-10.2,7.9,-0.8,4.9,7.7,5.4,5.1,4.3
2013m9,1.7,-7.1,-2.1,3.7,6.0,-1.3,5.5,6.1,4.4
2013m10,3.7,5.2,5.8,3.0,7.1,6.2,6.4,5.8,5.4
