year,wr,sectores_economicos,economic_sectors,2016_feb,2016_mar,2016_abr,2016_may,2016_jun,2016_jul,2016_ago,2016_sep,2016_oct,2016_nov,2016_dic,2016_year,2017_ene,2017_feb,2017_ene_feb
2017,16,agropecuario,agriculture and livestock,0.8,0.0,4.1,0.7,0.1,-0.9,5.9,1.5,2.3,3.5,1.2,1.8,1.8,-0.2,0.8
2017,16,agricola,agriculture,-0.2,0.3,4.6,-0.8,-2.2,-6.5,3.9,-1.9,2.0,5.1,-1.4,0.6,-2.8,-3.8,-3.3
2017,16,pecuario,livestock,2.2,-0.4,3.2,4.5,5.5,8.2,8.1,5.3,2.5,1.4,4.3,3.6,7.9,4.2,6.0
2017,16,pesca,fishing,-18.9,-19.0,-77.1,-67.0,-0.4,103.2,65.6,20.9,3.4,23.3,40.5,-10.1,42.2,30.6,38.1
2017,16,mineria e hidrocarburos,mining and fuel,23.6,16.2,22.7,33.0,15.9,14.1,19.4,14.5,15.7,11.6,5.4,16.3,14.8,1.4,7.9
2017,16,mineria metalica,metals,33.6,23.3,27.6,36.4,22.4,16.0,20.0,16.9,21.6,15.5,8.3,21.1,13.9,1.5,7.5
2017,16,hidrocarburos,fuel,-13.6,-11.8,1.8,17.3,-12.2,5.2,15.9,2.1,-10.8,-5.9,-9.5,-5.1,19.5,1.2,10.1
2017,16,manufactura,manufacturing,-0.3,-4.8,-13.2,-9.1,-1.3,1.0,2.7,2.9,-3.2,3.5,6.4,-1.6,5.4,-3.0,1.2
2017,16,procesadores recursos primarios,based on raw materials,2.1,-6.1,-43.7,-28.3,-0.3,27.5,17.4,15.2,-1.4,15.2,22.6,-0.5,21.2,8.7,15.4
2017,16,manufactura no primaria,nonprimary,-1.4,-4.6,2.7,-1.0,-1.4,-6.6,-0.6,-0.5,-4.2,-0.8,0.4,-2.0,0.0,-6.5,-3.3
2017,16,electricidad y agua,electricity and water,14.2,8.4,9.1,6.9,5.6,6.5,6.8,6.6,5.6,5.7,4.6,7.3,5.8,-2.3,1.8
2017,16,construccion,construction,5.4,3.4,1.4,5.6,-3.8,-7.9,1.1,-3.8,-16.5,-8.7,-4.2,-3.1,-5.3,-6.9,-6.1
2017,16,comercio,commerce,3.4,2.4,3.1,2.3,1.5,1.2,1.8,1.3,0.7,0.5,1.3,1.8,1.0,0.2,0.5
2017,16,otros servicios,other services,5.4,4.7,4.8,4.7,4.2,4.2,4.1,3.7,3.3,3.2,3.2,4.2,3.5,2.8,3.1
2017,16,derechos de importacion y otros impuestos,import duties and other taxes,4.3,-1.3,2.4,3.1,0.5,0.7,4.3,4.9,1.7,3.1,3.7,2.5,5.8,1.5,3.6
2017,16,pbi,gdp,6.2,3.7,2.7,4.9,3.6,3.7,5.7,4.3,2.2,3.4,3.2,3.9,4.8,0.7,2.8
2017,16,sectores primarios,primary sectors,14.2,8.6,0.3,10.3,8.7,13.0,16.5,11.7,10.3,10.5,7.8,9.8,13.3,2.3,7.8
2017,16,sectores no primarios,non primary sectors,4.3,2.4,3.5,3.3,2.1,1.2,3.0,2.5,0.2,1.5,2.1,2.3,2.5,0.3,1.4
2017,16,pbi desestacionalizado,seasonally adjusted gdp,1.2,-0.4,0.3,0.7,0.1,0.6,0.5,0.0,-0.4,0.5,0.5,,0.5,-0.7,
2017,16,indicador de demanda interna,domestic demand indicator,4.2,-0.7,-2.8,0.4,3.3,-2.3,4.6,2.0,-0.1,0.7,0.5,0.9,0.7,-3.5,-1.4
2017,16,indicador de demanda interna desestacionalizada,seasonally adjusted domestic demand indicator,0.6,-2.0,0.3,-0.4,2.8,-1.4,1.0,0.6,-0.9,-1.6,2.9,,-2.8,-0.3,
