target_period,agriculture_2015_8,fishing_2015_8,mining_2015_8,manufacturing_2015_8,electricity_2015_8,construction_2015_8,commerce_2015_8,services_2015_8,gdp_2015_8
2014m6,-3.9,-30.1,-5.8,-9.3,4.9,2.4,5.5,6.0,0.4
2014m7,1.7,6.6,-1.6,-5.2,4.3,-2.4,4.2,5.5,1.5
2014m8,4.4,-27.0,-3.9,-3.3,4.4,-4.0,3.2,5.1,1.2
2014m9,1.7,-35.1,-3.1,-2.6,4.8,7.0,4.5,5.9,2.7
2014m10,1.0,-15.1,3.8,-3.6,4.7,-3.6,4.2,5.9,2.4
2014m11,5.9,-70.8,0.5,-14.1,4.5,3.7,3.8,5.4,0.2
2014m12,2.0,-65.8,-5.2,-11.9,4.3,5.0,4.5,5.6,0.5
2015m1,-2.4,-23.5,5.6,-6.9,4.6,-3.0,3.6,5.2,1.5
2015m2,2.2,-11.8,-2.4,-4.0,3.7,-9.8,3.4,4.9,1.0
2015m3,1.5,17.7,8.7,-4.1,5.6,-8.2,3.9,5.5,2.7
2015m4,-1.4,143.5,9.3,5.7,5.7,-8.9,3.5,5.0,4.2
2015m5,2.1,23.2,1.5,-3.6,5.4,-13.8,3.7,4.9,1.1
2015m6,8.1,-29.6,10.3,-2.9,5.5,-3.1,4.1,5.3,3.9
