target_period,agriculture_2015_12,fishing_2015_12,mining_2015_12,manufacturing_2015_12,electricity_2015_12,construction_2015_12,commerce_2015_12,services_2015_12,gdp_2015_12
2014m10,1.0,-15.1,3.7,-3.6,4.7,-3.6,4.2,6.1,2.4
2014m11,5.9,-70.8,0.5,-14.1,4.5,3.7,3.8,5.4,0.2
2014m12,2.0,-65.8,-5.2,-12.0,4.3,5.0,4.5,5.7,0.5
2015m1,-2.2,-23.5,5.7,-6.9,4.6,-3.0,3.6,5.1,1.5
2015m2,2.3,-11.8,-1.9,-4.4,3.7,-9.8,3.4,4.9,1.0
2015m3,1.5,17.7,8.7,-4.0,5.6,-8.2,3.9,5.5,2.7
2015m4,-1.5,143.5,9.3,5.7,5.7,-8.9,3.5,5.0,4.2
2015m5,2.4,23.2,1.5,-3.5,5.4,-13.8,3.7,4.8,1.1
2015m6,7.4,-29.6,10.6,-2.8,5.5,-3.9,4.1,5.4,3.9
2015m7,4.9,-37.5,9.8,-0.5,5.4,-7.5,4.3,4.9,3.3
2015m8,0.9,-10.3,4.9,-2.1,6.7,-8.6,4.0,5.2,2.6
2015m9,3.4,3.7,10.9,-4.2,6.8,-4.9,4.1,4.2,3.0
2015m10,3.8,-8.7,9.5,-3.4,7.2,-1.3,4.0,4.4,3.0
