target_period,agriculture_2015_10,fishing_2015_10,mining_2015_10,manufacturing_2015_10,electricity_2015_10,construction_2015_10,commerce_2015_10,services_2015_10,gdp_2015_10
2014m1,0.3,-37.3,11.6,-7.2,9.8,1.3,8.4,12.3,5.8
2014m2,-1.0,16.2,8.0,3.9,6.1,8.6,5.3,6.4,5.4
2014m3,1.4,-1.9,1.6,7.0,6.1,2.8,5.6,7.1,5.4
2014m4,5.5,57.8,-4.8,1.7,4.8,-6.4,3.5,5.9,2.7
2014m5,0.4,-10.2,-2.0,-2.1,5.1,5.1,4.2,5.7,2.5
2014m6,-3.9,-30.1,-5.8,-9.3,4.9,2.4,5.5,6.0,0.3
2014m7,1.6,6.6,-1.6,-5.2,4.3,-2.4,4.2,5.5,1.5
2014m8,4.4,-27.0,-3.9,-3.3,4.4,-4.0,3.2,5.1,1.2
2014m9,1.7,-35.1,-3.1,-2.6,4.8,7.0,4.5,5.9,2.7
2014m10,1.0,-15.1,3.8,-3.6,4.7,-3.6,4.2,6.1,2.4
2014m11,5.9,-70.8,0.5,-14.1,4.5,3.7,3.8,5.4,0.2
2014m12,2.0,-65.8,-5.2,-11.9,4.3,5.0,4.5,5.6,0.5
2015m1,-2.4,-23.5,5.6,-6.9,4.6,-3.0,3.6,5.1,1.5
2015m2,2.2,-11.8,-2.4,-4.0,3.7,-9.8,3.4,4.9,1.0
2015m3,1.5,17.7,8.7,-4.1,5.6,-8.2,3.9,5.5,2.7
2015m4,-1.4,143.5,9.3,5.6,5.7,-8.9,3.5,5.0,4.2
2015m5,2.1,23.2,1.5,-3.6,5.4,-13.8,3.7,4.9,1.1
2015m6,8.1,-29.6,10.3,-2.9,5.5,-3.2,4.1,5.3,3.9
2015m7,4.9,-37.5,9.3,-0.8,5.4,-6.7,4.3,5.0,3.3
2015m8,1.2,-10.3,6.1,-2.2,6.7,-8.1,4.0,4.7,2.6
