target_period,agriculture_2015_4,fishing_2015_4,mining_2015_4,manufacturing_2015_4,electricity_2015_4,construction_2015_4,commerce_2015_4,services_2015_4,gdp_2015_4
2014m2,0.5,16.1,8.0,4.1,6.1,8.6,5.3,6.1,5.4
2014m3,0.9,-1.9,1.6,8.2,6.1,2.8,5.6,6.7,5.4
2014m4,4.0,57.8,-4.8,2.1,4.8,-6.4,3.5,6.1,2.6
2014m5,-0.1,-10.2,-2.0,-1.9,5.1,5.1,4.2,5.7,2.5
2014m6,-4.2,-30.1,-5.8,-8.6,4.9,2.4,5.5,5.8,0.4
2014m7,2.2,6.6,-1.6,-5.1,4.3,-2.3,4.2,5.3,1.5
2014m8,3.5,-26.9,-3.9,-3.0,4.4,-4.0,3.2,5.2,1.2
2014m9,2.1,-35.1,-3.1,-2.2,4.8,7.0,4.5,5.7,2.7
2014m10,1.4,-15.1,3.8,-3.3,4.7,-3.6,4.2,5.7,2.4
2014m11,5.4,-70.8,0.5,-13.8,4.5,3.7,3.8,5.3,0.2
2014m12,0.8,-65.8,-5.2,-12.4,4.3,5.0,4.5,5.9,0.5
2015m1,-3.0,-23.5,5.6,-5.5,4.3,-3.0,3.6,5.2,1.7
2015m2,2.8,-11.8,-2.4,-4.3,3.3,-9.9,3.4,4.7,0.9
