target_period,agriculture_2014_1,fishing_2014_1,mining_2014_1,manufacturing_2014_1,electricity_2014_1,construction_2014_1,commerce_2014_1,services_2014_1,gdp_2014_1
2011q1,3.6,21.4,-0.3,12.2,7.3,5.7,10.3,8.9,8.6
2011q2,4.4,19.0,-2.3,6.0,7.4,-0.3,8.8,8.7,6.9
2011q3,6.8,59.8,0.9,3.8,7.7,1.7,8.6,7.9,6.6
2011q4,3.1,42.8,0.9,1.2,7.3,5.0,7.6,7.0,5.6
2011,4.5,31.8,-0.2,5.6,7.4,3.0,8.8,8.1,6.9
2012q1,3.8,-10.4,3.5,-0.5,6.3,12.4,7.9,7.4,6.0
2012q2,8.0,-10.9,4.3,0.3,5.0,16.7,6.4,7.2,6.4
2012q3,4.2,0.8,3.5,3.8,5.0,19.1,6.2,7.0,6.8
2012q4,5.9,-25.0,-2.1,2.3,4.6,12.4,6.4,7.0,5.9
2012,5.7,-11.7,2.2,1.5,5.2,15.1,6.7,7.1,6.3
2013q1,5.9,5.4,-3.0,-0.1,4.8,11.9,5.0,5.4,4.6
2013q2,0.0,-2.9,4.8,3.2,6.0,14.5,6.4,6.1,5.6
2013q3,0.0,-0.5,3.1,1.4,6.0,5.8,5.1,5.6,4.4
