year,wr,sectores_economicos,economic_sectors,2017_abr,2017_may,2017_jun,2017_jul,2017_ago,2017_sep,2017_oct,2017_nov,2017_dic,2017_year,2018_ene,2018_feb,2018_mar,2018_abr,2018_ene_abr
2018,24,agropecuario,agriculture and livestock,-0.6,-3.6,6.5,12.3,1.9,5.7,0.6,0.7,12.0,2.8,3.9,4.6,8.3,11.0,7.4
2018,24,agricola,agriculture,-2.7,-4.7,9.9,19.6,2.0,6.5,-2.7,0.3,21.5,3.0,6.2,6.8,10.2,13.4,9.8
2018,24,pecuario,livestock,3.7,-1.0,-0.7,1.8,1.8,4.7,4.3,3.7,1.8,2.7,1.2,2.0,5.9,6.4,3.9
2018,24,pesca,fishing,101.0,280.4,52.0,-49.4,-40.5,-30.0,-12.4,-45.6,-66.9,4.7,12.4,5.1,-4.9,81.2,27.0
2018,24,mineria e hidrocarburos,mining and fuel,0.0,-0.6,6.3,2.1,3.7,7.1,-1.5,3.7,5.6,3.2,-1.3,-2.2,5.2,1.1,0.7
2018,24,mineria metalica,metals,1.9,1.7,7.0,4.7,4.4,9.1,-1.6,5.0,6.6,4.2,-1.8,1.4,5.5,-0.5,1.1
2018,24,hidrocarburos,fuel,-9.9,-13.0,2.5,-11.0,-0.5,-4.4,-0.9,-3.8,-0.3,-2.4,1.1,-24.6,4.1,10.9,-1.8
2018,24,manufactura,manufacturing,-1.8,12.5,3.1,-4.6,0.5,-1.2,3.0,-5.6,-12.5,-0.2,0.4,0.3,2.3,20.3,5.8
2018,24,procesadores recursos primarios,based on raw materials,22.3,56.6,17.3,-18.2,-7.1,-2.9,2.7,-17.7,-32.1,1.9,2.0,-5.3,2.9,42.9,11.2
2018,24,manufactura no primaria,nonprimary,-8.5,-0.9,-1.8,1.4,3.1,-0.7,3.0,-1.3,-3.6,-0.9,-0.3,2.2,2.2,11.8,3.9
2018,24,electricidad y agua,electricity and water,-0.9,2.7,3.1,1.4,1.9,1.7,1.0,0.3,-0.6,1.1,-0.8,1.4,3.7,5.6,2.4
2018,24,construccion,construction,-8.0,-3.7,3.6,3.9,4.9,9.1,16.4,5.8,6.8,2.3,8.3,7.6,0.0,10.5,6.5
2018,24,comercio,commerce,-0.6,1.5,1.7,1.2,1.2,1.6,1.4,1.7,1.9,1.0,2.4,2.6,3.1,4.9,3.3
2018,24,otros servicios,other services,2.4,3.3,3.2,3.2,3.4,2.9,4.1,3.6,3.8,3.2,4.1,4.1,4.5,5.4,4.6
2018,24,derechos de importacion y otros impuestos,import duties and other taxes,-0.4,5.5,2.7,4.2,5.0,4.4,7.2,4.9,-1.3,3.6,4.8,4.9,2.8,8.2,5.1
2018,24,pbi,gdp,0.4,3.6,3.9,2.1,2.8,3.3,3.5,2.0,1.3,2.5,2.9,2.8,3.9,7.8,4.4
2018,24,sectores primarios,primary sectors,3.3,6.6,8.4,0.4,1.3,5.1,-0.7,-1.0,-1.4,3.0,0.6,-1.0,5.5,10.8,4.2
2018,24,sectores no primarios,non primary sectors,-0.4,2.6,2.4,2.7,3.2,2.8,4.7,2.8,2.1,2.3,3.5,3.9,3.5,6.9,4.5
2018,24,pbi desestacionalizado,seasonally adjusted gdp,-2.2,-1.3,2.8,6.0,5.7,3.9,3.4,2.8,1.7,,1.3,2.3,4.1,9.5,
2018,24,indicadores de demanda,domestic demand indicators,,,,,,,,,,,,,,,
2018,24,demanda interna sin inventarios,domestic demand without inventories,-1.6,1.5,2.5,3.6,3.1,3.4,4.5,3.9,2.2,1.7,3.8,4.3,3.3,5.8,4.3
2018,24,demanda interna,domestic demand,0.5,2.6,-2.0,5.2,1.4,-0.5,6.7,2.8,3.5,1.6,3.7,6.3,1.9,8.5,5.1
