target_period,agriculture_2014_9,fishing_2014_9,mining_2014_9,manufacturing_2014_9,electricity_2014_9,construction_2014_9,commerce_2014_9,services_2014_9,gdp_2014_9
2013m7,-3.6,-23.8,6.4,0.2,6.6,20.4,4.5,6.0,5.1
2013m8,0.1,39.2,10.0,3.2,4.8,7.2,5.6,6.3,5.7
2013m9,2.9,11.3,1.9,7.8,6.0,-3.6,5.6,6.6,4.9
2013m10,2.5,15.0,6.8,9.8,7.2,4.3,6.3,7.0,6.7
2013m11,4.4,261.4,8.2,15.8,4.3,4.5,6.7,6.6,8.0
2013m12,0.0,79.1,7.4,12.9,5.9,3.5,7.1,6.3,7.0
2014m1,2.1,-17.6,5.6,1.1,4.9,3.8,4.7,6.9,4.4
2014m2,-0.1,18.2,8.0,4.6,6.1,9.8,5.3,6.0,5.5
2014m3,0.4,22.3,1.6,7.5,6.1,3.1,5.6,6.6,5.4
2014m4,3.7,82.2,-4.9,1.6,4.8,-8.9,3.5,5.9,2.4
2014m5,0.7,-9.3,-2.1,-3.2,5.0,5.8,4.2,5.5,2.3
2014m6,-5.6,-30.7,-5.9,-8.3,4.9,3.1,5.5,5.7,0.3
2014m7,1.6,13.5,-1.6,-5.7,4.3,-6.0,4.2,5.3,1.2
