year,wr,sectores_economicos,economic_sectors,2012_abr,2012_may,2012_jun,2012_jul,2012_ago,2012_sep,2012_oct,2012_nov,2012_dic,2012_year,2013_ene,2013_feb,2013_mar,2013_abr,2013_ene_abr
2013,25,agropecuario,agriculture and livestock,1.3,10.8,11.3,3.2,4.4,4.8,3.2,3.9,7.4,5.1,7.5,6.5,5.8,3.1,5.5
2013,25,agricola,agriculture,-1.7,14.0,15.5,0.8,2.5,3.8,3.8,4.4,11.0,5.2,10.7,9.3,8.8,3.0,7.2
2013,25,pecuario,livestock,7.8,3.8,3.6,6.9,6.8,5.8,2.5,3.3,3.4,4.9,3.9,3.5,2.0,3.5,3.2
2013,25,pesca,fishing,-44.9,5.2,20.4,0.6,-12.0,18.9,15.4,-15.8,-47.2,-11.9,6.5,1.3,-20.4,-9.7,-5.9
2013,25,mineria e hidrocarburos,mining and fuel,6.8,1.3,4.9,4.5,0.6,5.1,-3.2,-1.4,-1.6,2.2,-4.4,-1.7,3.4,7.8,1.3
2013,25,mineria metalica,metals,8.8,1.8,4.7,4.7,0.2,4.7,-5.2,0.4,-2.6,2.1,-8.6,-3.2,3.3,6.9,-0.4
2013,25,hidrocarburos,fuel,-1.9,-0.6,6.1,3.6,2.7,7.1,5.3,-9.1,3.1,2.3,16.3,4.7,3.9,12.1,9.0
2013,25,manufactura,manufacturing,-4.1,2.9,1.5,5.0,4.4,1.6,4.5,4.2,-2.0,1.3,3.1,0.2,-3.6,4.4,1.0
2013,25,de recursos primarios,based on raw materials,-20.9,-9.0,-2.0,-1.1,-5.1,-4.4,6.9,-3.3,-20.5,-6.5,-2.4,0.5,-5.6,-9.6,-4.4
2013,25,no primaria,nonprimary,-0.3,5.4,2.2,6.1,6.1,2.5,4.2,5.4,2.1,2.8,4.1,0.1,-3.3,6.9,1.9
2013,25,electricidad y agua,electricity and water,5.1,5.3,4.7,5.7,5.3,4.1,3.7,5.6,4.3,5.2,6.3,4.0,4.1,6.4,5.2
2013,25,construccion,construction,14.6,15.8,19.7,21.4,17.4,19.2,16.1,16.8,5.3,15.2,18.4,14.3,3.8,26.5,15.5
2013,25,comercio,commerce,6.1,6.5,6.7,6.9,6.5,5.3,5.9,6.3,7.0,6.7,5.5,5.6,4.0,7.5,5.7
2013,25,otros servicios,other services,6.8,7.5,7.6,7.9,6.7,6.5,8.0,7.6,6.0,7.3,7.0,5.7,4.3,7.2,6.0
2013,25,pbi,gdp,4.6,7.1,7.4,7.5,6.5,6.3,6.8,6.8,4.3,6.3,6.4,5.1,3.0,7.7,5.5
2013,25,sectores primarios,primary sectors,-3.1,4.9,7.6,2.8,1.0,3.6,1.7,0.4,-3.5,1.7,1.5,2.6,2.5,2.3,2.2
2013,25,sectores no primarios,non primary sectors,6.3,7.6,7.4,8.4,7.4,6.7,7.6,7.8,5.6,7.1,7.2,5.5,3.1,8.7,6.1
2013,25,pbi desestacionalizado,seasonally adjusted gdp,0.2,1.2,0.5,0.6,0.2,0.2,0.7,0.4,-0.3,,1.2,0.5,0.1,0.3,
2013,25,indicador de demanda interna,domestic demand indicator,5.1,9.7,7.5,12.8,9.7,6.7,9.7,7.2,6.0,7.4,11.6,9.3,4.2,8.9,7.2
2013,25,indicador de demanda interna desestacionalizada,seasonally adjusted domestic demand indicator,1.0,1.5,1.0,1.3,0.1,0.0,0.4,0.4,0.7,,1.3,0.7,0.0,-2.6,
