year,wr,sectores_economicos,economic_sectors,2012_jul,2012_ago,2012_sep,2012_oct,2012_nov,2012_dic,2012_year,2013_ene,2013_feb,2013_mar,2013_abr,2013_may,2013_jun,2013_jul,2013_ene_jul
2013,37,agropecuario,agriculture and livestock,3.3,5.1,5.0,4.8,2.9,10.1,5.8,7.3,5.8,5.4,2.5,-1.6,-0.6,-1.6,1.9
2013,37,agricola,agriculture,0.8,2.9,4.5,4.9,5.0,14.5,6.2,10.5,8.0,8.8,1.7,-3.0,-3.7,-4.9,1.0
2013,37,pecuario,livestock,7.3,7.7,5.6,4.7,0.6,5.2,5.1,3.7,3.3,0.9,4.1,1.8,5.8,3.4,3.3
2013,37,pesca,fishing,0.8,-12.0,18.9,15.4,-15.8,-47.2,-11.7,14.2,13.6,-16.5,-4.7,-15.2,2.2,3.0,-1.5
2013,37,mineria e hidrocarburos,mining and fuel,4.6,0.7,5.2,-3.2,-1.3,-1.6,2.2,-4.9,-1.8,-2.3,4.8,3.7,6.0,3.5,1.3
2013,37,mineria metalica,metals,4.8,0.3,4.7,-5.2,0.4,-2.6,2.2,-9.1,-3.3,-3.7,3.2,2.2,6.1,4.4,0.0
2013,37,hidrocarburos,fuel,3.6,2.7,7.1,5.3,-9.1,3.1,2.3,16.3,4.7,3.9,12.1,10.7,5.4,-0.3,7.3
2013,37,manufactura,manufacturing,5.1,4.5,1.6,4.7,4.1,-2.0,2.0,3.9,0.0,-4.6,5.3,1.2,2.8,1.4,1.4
2013,37,de recursos primarios,based on raw materials,-0.2,-4.9,-4.5,7.6,-4.3,-20.2,-6.4,-2.2,1.3,-5.8,-9.8,3.5,11.2,-2.2,-0.4
2013,37,no primaria,nonprimary,6.1,6.1,2.6,4.2,5.5,2.1,2.8,5.0,-0.2,-4.4,8.0,0.8,1.2,2.0,1.7
2013,37,electricidad y agua,electricity and water,5.7,5.3,4.1,3.7,5.6,4.5,5.2,6.3,3.9,4.1,6.4,5.6,6.0,7.1,5.6
2013,37,construccion,construction,21.4,17.4,15.1,16.1,16.8,5.3,14.8,18.4,14.3,3.8,26.5,10.7,7.0,11.4,12.9
2013,37,comercio,commerce,6.9,6.5,5.3,5.9,6.3,7.0,6.7,5.5,5.6,4.0,7.5,6.6,5.0,4.3,5.5
2013,37,otros servicios,other services,7.9,6.8,6.4,7.9,7.5,5.9,7.0,6.8,5.4,3.8,7.3,6.1,5.1,5.4,5.7
2013,37,pbi,gdp,7.6,6.6,6.0,6.9,6.6,4.4,6.3,6.4,4.9,2.4,7.6,4.8,4.4,4.5,5.0
2013,37,sectores primarios,primary sectors,3.1,1.4,3.7,2.5,-0.2,-2.3,2.0,1.5,2.7,0.4,1.2,0.1,3.0,0.0,1.2
2013,37,sectores no primarios,non primary sectors,8.5,7.5,6.3,7.6,7.7,5.5,7.1,7.3,5.3,2.7,8.9,5.8,4.7,5.3,5.7
2013,37,pbi desestacionalizado,seasonally adjusted gdp,0.6,0.2,0.1,0.8,0.3,-0.2,,1.1,0.4,-0.1,0.4,0.6,0.3,0.6,
2013,37,indicador de demanda interna,domestic demand indicator,12.9,9.8,6.4,9.8,7.0,6.1,7.4,11.7,9.1,3.6,8.3,5.2,5.7,5.4,6.9
2013,37,indicador de demanda interna desestacionalizada,seasonally adjusted domestic demand indicator,1.4,0.1,-0.5,0.7,0.1,0.9,,1.3,0.2,-0.8,0.3,0.6,0.6,2.2,
